timestamp_s,stimulus_state,left_pupil_iris_ratio,right_pupil_iris_ratio,left_iris_diameter_px,right_iris_diameter_px
0.0000,baseline,0.8869885583800746,0.8824903213589557,21.76653480529785,21.877483367919922
0.0902,baseline,0.8987902155213822,0.8737828894779568,21.747753143310547,22.095497131347656
0.1508,baseline,0.9204562100701607,0.849107574088629,21.931154251098633,22.48635482788086
0.1944,baseline,0.8734024479159925,0.9215028949154676,22.105121612548828,22.62969970703125
0.4779,baseline,0.8827847060340293,0.9078813234460101,22.62537384033203,22.969228744506836
0.5209,baseline,0.9218102561629373,0.9091356560359234,22.622154235839844,22.937538146972656
0.6202,baseline,0.8748185568141409,0.8644922258727811,22.831401824951172,23.104122161865234
0.6693,baseline,0.885966996976719,0.9075955548718494,23.266481399536133,23.681621551513672
0.7149,baseline,0.9076757065742571,0.9201724157688369,22.97443199157715,23.357942581176758
0.7639,baseline,0.9129565087609923,0.9281183797687766,22.841541290283203,23.15796661376953
0.8180,baseline,0.9133793517049259,0.8630943981861229,22.83096694946289,23.14154052734375
0.8760,baseline,0.9145161937006302,0.9029487489933882,22.80258560180664,23.094703674316406
0.9293,baseline,0.9233577852649818,0.8756093697639772,22.584239959716797,22.810781478881836
0.9834,baseline,0.8486389603924639,0.9129145814017077,22.49877166748047,22.84259033203125
1.0374,baseline,0.9008564544410315,0.7213076938921352,22.437908172607422,22.810422897338867
1.0899,baseline,0.8304382962082744,0.9239539527544114,22.1890869140625,22.56966781616211
1.1419,baseline,0.7845366004022527,0.914328052834316,22.399635314941406,22.80727767944336
1.1925,baseline,0.8620461067193361,0.9173614815811747,22.427261352539062,22.731861114501953
1.2425,baseline,0.9240254821140361,0.8746153606083995,22.567920684814453,22.836706161499023
1.2930,baseline,0.921035874715485,0.9135198521031482,22.64117431640625,22.827455520629883
1.3420,baseline,0.8796294569629644,0.8786327982725428,22.706531524658203,23.460693359375
1.4831,baseline,0.867472780348214,0.8460385534527622,22.286962509155273,22.56792449951172
