timestamp_s,stimulus_state,left_diameter_px,right_diameter_px
0.0000,baseline,10.19823932647705,
0.2032,baseline,8.062458038330078,9.434181213378906
0.2868,baseline,8.944472312927246,11.180540084838867
0.3543,baseline,10.49257755279541,11.704899787902832
0.4123,baseline,10.541125297546387,9.849058151245117
0.4699,baseline,9.487032890319824,9.849058151245117
0.5239,baseline,8.944472312927246,9.529959678649902
0.5725,baseline,9.487032890319824,9.849058151245117
0.6285,baseline,9.497783660888672,12.083246231079102
0.6751,baseline,8.310585021972656,8.062458038330078
0.7251,baseline,8.062458038330078,9.434181213378906
0.7727,baseline,7.211302280426025,10.000200271606445
0.8357,baseline,9.346916198730469,10.295830726623535
0.8960,baseline,8.944472312927246,10.295830726623535
0.9445,baseline,8.14431095123291,11.662103652954102
0.9985,baseline,9.522629737854004,10.630346298217773
1.0461,baseline,9.223091125488281,7.071267604827881
1.0951,baseline,8.944472312927246,10.816854476928711
1.1381,baseline,9.346916198730469,10.010525703430176
1.1793,baseline,8.554609298706055,10.630346298217773
1.2223,baseline,9.556471824645996,9.219744682312012
1.2709,baseline,8.944472312927246,10.000200271606445
1.3109,baseline,8.944472312927246,8.498566627502441
1.3528,baseline,8.19365119934082,8.193652153015137
1.4048,baseline,9.359251022338867,9.014078140258789
1.4463,baseline,9.487032890319824,8.544203758239746
1.4873,baseline,8.062458038330078,13.416607856750488
1.5375,baseline,7.211302280426025,11.180540084838867
1.6456,baseline,8.246411323547363,9.487032890319824
1.6946,baseline,8.544203758239746,7.615972995758057
1.7451,baseline,8.19365119934082,10.01052474975586
1.7891,baseline,10.770529747009277,11.180540084838867
1.8355,baseline,8.647653579711914,9.529960632324219
1.8790,baseline,8.60252571105957,10.295830726623535
1.9350,baseline,7.4753289222717285,8.544203758239746
1.9897,baseline,7.211302280426025,8.944472312927246
2.0397,baseline,7.211302280426025,8.062458038330078
2.0862,baseline,7.693292617797852,8.944472312927246
2.1273,baseline,8.310585021972656,8.944472312927246
2.1700,baseline,8.062458038330078,8.60252571105957
2.2233,baseline,9.849058151245117,10.630346298217773
2.2709,baseline,10.440506935119629,11.662103652954102
2.3120,baseline,,10.440506935119629
2.3546,baseline,10.440506935119629,8.944472312927246
2.4056,baseline,8.544203758239746,8.665489196777344
2.4642,baseline,8.544203758239746,8.356916427612305
2.5211,baseline,8.062458038330078,9.434181213378906
2.5687,baseline,8.062458038330078,9.434181213378906
2.6327,baseline,8.062458038330078,11.180540084838867
2.6923,baseline,8.062458038330078,10.295830726623535
2.7469,baseline,8.062458038330078,8.062458038330078
2.8049,baseline,8.062458038330078,8.944472312927246
2.8555,baseline,8.60252571105957,8.944472312927246
2.9075,baseline,8.544203758239746,8.944472312927246
2.9662,baseline,7.693292617797852,9.487032890319824
3.0162,flash,8.310585021972656,8.062458038330078
3.0717,flash,7.615972995758057,8.60252571105957
3.1177,flash,8.062458038330078,9.434181213378906
3.1623,flash,8.062458038330078,9.487032890319824
3.2113,flash,8.062458038330078,8.944472312927246
3.2619,flash,8.944472312927246,8.60252571105957
3.3099,recovery,8.944472312927246,9.849058151245117
3.3616,recovery,9.487032890319824,8.665489196777344
3.4106,recovery,8.944472312927246,8.062458038330078
3.4613,recovery,9.219744682312012,8.062458038330078
3.5123,recovery,9.219744682312012,8.944472312927246
3.5689,recovery,8.062458038330078,8.60252571105957
3.6566,recovery,9.621010780334473,8.062458038330078
3.7036,recovery,7.693292617797852,10.295830726623535
3.7502,recovery,7.615972995758057,9.849058151245117
3.8091,recovery,8.944472312927246,8.944472312927246
3.8747,recovery,7.615972995758057,10.295830726623535
3.9297,recovery,8.944472312927246,9.434181213378906
3.9844,recovery,6.848479270935059,8.944472312927246
4.0334,recovery,7.433234214782715,11.180540084838867
4.1080,recovery,8.062458038330078,10.770529747009277
4.1566,recovery,6.403324127197266,10.295830726623535
4.2056,recovery,7.615972995758057,10.295830726623535
4.2582,recovery,8.7728853225708,8.60252571105957
4.3102,recovery,7.211302280426025,8.062458038330078
4.3578,recovery,7.965123176574707,7.810449600219727
4.4048,recovery,7.693292617797852,9.219744682312012
4.4534,recovery,7.675240516662598,8.60252571105957
4.5044,recovery,8.062458038330078,8.062458038330078
4.5600,recovery,9.487032890319824,8.60252571105957
4.6110,recovery,8.544203758239746,8.944472312927246
4.6546,recovery,8.544203758239746,7.615972995758057
4.7126,recovery,8.944472312927246,8.944472312927246
4.7611,recovery,8.062458038330078,8.60252571105957
4.8091,recovery,8.062458038330078,8.60252571105957
4.8578,recovery,9.219744682312012,9.219744682312012
4.9058,recovery,8.062458038330078,8.062458038330078
4.9554,recovery,9.219744682312012,8.60252571105957
5.0034,recovery,9.487032890319824,9.219744682312012
