timestamp_s,stimulus_state,left_diameter_px,right_diameter_px
0.0000,baseline,,
0.5799,baseline,,
3.0494,flash,,
3.1019,flash,,
3.1419,flash,56.480003356933594,39.68000030517578
3.2105,flash,58.6400032043457,54.560001373291016
3.2660,flash,60.560001373291016,56.480003356933594
3.3170,recovery,58.0,53.840003967285156
3.3896,recovery,52.720001220703125,56.480003356933594
3.4406,recovery,57.92000198364258,53.840003967285156
3.5102,recovery,60.560001373291016,56.480003356933594
3.5697,recovery,60.560001373291016,56.480003356933594
3.6528,recovery,57.92000198364258,56.480003356933594
3.7133,recovery,60.560001373291016,58.6400032043457
3.7838,recovery,62.560001373291016,58.6400032043457
3.8458,recovery,59.92000198364258,52.6400032043457
3.9060,recovery,59.92000198364258,49.52000045776367
3.9701,recovery,62.560001373291016,50.0
4.0531,recovery,62.560001373291016,57.92000198364258
4.1137,recovery,59.92000198364258,36.80000305175781
4.1752,recovery,58.0,48.08000183105469
4.2482,recovery,58.0,58.6400032043457
4.3057,recovery,58.6400032043457,51.20000076293945
4.3843,recovery,58.6400032043457,51.20000076293945
4.4437,recovery,58.6400032043457,54.560001373291016
4.5108,recovery,58.6400032043457,56.480003356933594
4.5742,recovery,58.6400032043457,48.560001373291016
4.6376,recovery,56.0,56.480003356933594
4.7042,recovery,58.6400032043457,48.560001373291016
4.7809,recovery,58.6400032043457,56.480003356933594
4.8297,recovery,53.840003967285156,51.20000076293945
4.8877,recovery,43.040000915527344,49.28000259399414
4.9327,recovery,56.480003356933594,54.560001373291016
4.9722,recovery,56.480003356933594,51.91999816894531
5.0212,recovery,58.6400032043457,44.0
5.0696,recovery,58.6400032043457,49.28000259399414
5.1177,recovery,56.0,
5.1814,recovery,56.0,54.560001373291016
5.2251,recovery,50.720001220703125,54.560001373291016
5.2844,recovery,53.119998931884766,46.6400032043457
5.3254,recovery,58.6400032043457,54.560001373291016
5.3757,recovery,56.0,54.560001373291016
5.4237,recovery,58.6400032043457,54.560001373291016
5.4702,recovery,58.6400032043457,56.480003356933594
5.5315,recovery,60.560001373291016,56.480003356933594
5.5846,recovery,55.040000915527344,51.20000076293945
5.6305,recovery,58.0,53.840003967285156
5.6793,recovery,60.6400032043457,56.480003356933594
5.7257,recovery,58.0,34.63999938964844
5.7747,recovery,62.560001373291016,58.6400032043457
5.8234,recovery,58.0,58.6400032043457
5.8761,recovery,58.0,53.36000061035156
5.9337,recovery,55.36000061035156,56.0
5.9844,recovery,54.8800048828125,56.0
6.0293,recovery,55.36000061035156,58.6400032043457
6.0833,recovery,60.6400032043457,56.0
6.1260,recovery,52.480003356933594,58.6400032043457
6.1742,recovery,59.92000198364258,48.08000183105469
6.2202,recovery,59.92000198364258,56.0
6.2842,recovery,59.92000198364258,58.6400032043457
6.3337,recovery,52.720001220703125,56.480003356933594
6.3783,recovery,57.92000198364258,56.480003356933594
6.4347,recovery,57.92000198364258,53.840003967285156
6.4812,recovery,55.28000259399414,56.480003356933594
6.5323,recovery,60.560001373291016,56.480003356933594
6.5755,recovery,60.560001373291016,45.68000030517578
6.6255,recovery,57.92000198364258,56.480003356933594
6.6870,recovery,58.0,50.959999084472656
6.7411,recovery,58.0,56.480003356933594
6.7887,recovery,58.0,56.480003356933594
6.8457,recovery,52.6400032043457,56.480003356933594
6.8972,recovery,55.040000915527344,56.480003356933594
6.9422,recovery,56.0,54.560001373291016
6.9868,recovery,56.0,54.560001373291016
7.0408,recovery,56.0,53.840003967285156
7.0863,recovery,60.560001373291016,56.480003356933594
7.1353,recovery,60.560001373291016,56.480003356933594
7.1849,recovery,60.560001373291016,56.480003356933594
7.2359,recovery,60.560001373291016,56.480003356933594
7.2785,recovery,60.560001373291016,56.480003356933594
7.3285,recovery,60.560001373291016,53.840003967285156
7.3760,recovery,60.560001373291016,56.480003356933594
7.4460,recovery,60.560001373291016,56.480003356933594
7.4886,recovery,52.6400032043457,56.480003356933594
7.5376,recovery,55.28000259399414,53.840003967285156
7.5891,recovery,60.560001373291016,56.480003356933594
7.6331,recovery,55.040000915527344,56.480003356933594
7.6807,recovery,52.6400032043457,56.0
7.7317,recovery,60.560001373291016,58.6400032043457
7.7952,recovery,60.560001373291016,56.480003356933594
7.8422,recovery,52.6400032043457,56.480003356933594
7.8905,recovery,60.560001373291016,56.480003356933594
7.9365,recovery,55.28000259399414,58.6400032043457
7.9838,recovery,52.6400032043457,56.480003356933594
8.0328,recovery,60.560001373291016,56.480003356933594
8.0783,recovery,57.92000198364258,56.480003356933594
8.1303,recovery,60.560001373291016,56.480003356933594
8.1929,recovery,60.560001373291016,58.6400032043457
8.2429,recovery,57.92000198364258,58.6400032043457
8.2904,recovery,60.560001373291016,53.36000061035156
8.3347,recovery,58.6400032043457,56.0
8.3828,recovery,60.560001373291016,58.6400032043457
8.4306,recovery,60.560001373291016,58.6400032043457
8.4791,recovery,60.560001373291016,58.6400032043457
8.5466,recovery,57.92000198364258,58.6400032043457
8.5929,recovery,60.560001373291016,58.6400032043457
8.6396,recovery,53.36000061035156,53.119998931884766
8.6850,recovery,60.560001373291016,58.6400032043457
8.7328,recovery,58.6400032043457,53.36000061035156
8.7813,recovery,58.6400032043457,58.6400032043457
8.8414,recovery,56.0,58.6400032043457
8.8799,recovery,53.36000061035156,58.6400032043457
8.9454,recovery,58.6400032043457,56.0
8.9876,recovery,58.6400032043457,58.6400032043457
9.0417,recovery,58.6400032043457,56.480003356933594
9.0883,recovery,56.480003356933594,46.6400032043457
9.1308,recovery,56.480003356933594,49.28000259399414
9.1814,recovery,51.20000076293945,56.480003356933594
9.2324,recovery,56.480003356933594,56.480003356933594
9.2913,recovery,58.6400032043457,56.480003356933594
9.3416,recovery,50.720001220703125,53.840003967285156
9.3917,recovery,58.6400032043457,48.31999969482422
9.4365,recovery,58.6400032043457,56.480003356933594
9.4893,recovery,58.6400032043457,58.6400032043457
9.5298,recovery,50.0,53.36000061035156
9.5814,recovery,60.560001373291016,56.0
9.6323,recovery,57.92000198364258,56.480003356933594
9.6989,recovery,60.560001373291016,56.480003356933594
9.7399,recovery,60.560001373291016,56.480003356933594
9.7918,recovery,52.6400032043457,58.6400032043457
9.8389,recovery,53.36000061035156,58.6400032043457
9.8869,recovery,53.36000061035156,58.6400032043457
9.9399,recovery,58.6400032043457,58.6400032043457
9.9810,recovery,56.0,53.840003967285156
10.0448,recovery,58.6400032043457,58.6400032043457
10.0922,recovery,60.560001373291016,58.6400032043457
10.1428,recovery,60.560001373291016,56.0
10.1901,recovery,60.560001373291016,58.6400032043457
10.2406,recovery,56.0,58.6400032043457
10.2822,recovery,58.6400032043457,53.36000061035156
