timestamp_s,stimulus_state,left_pupil_iris_ratio,right_pupil_iris_ratio,left_iris_diameter_px,right_iris_diameter_px
0.0000,baseline,0.906444293607491,0.8989809523176324,21.56411361694336,20.942232131958008
0.1856,baseline,0.91250422542384,0.8389077987751904,22.122272491455078,21.965068817138672
0.2932,baseline,0.8395213276042529,0.9112826283932856,21.949016571044922,22.151927947998047
0.3727,baseline,0.9157798414507534,0.7454927678358833,22.04314422607422,22.285037994384766
0.4803,baseline,0.7184733651934917,0.8690812817021683,21.972515106201172,22.215030670166016
0.5539,baseline,0.6831846689814248,0.7587411826773018,21.819381713867188,21.86077117919922
0.6374,baseline,0.8831216668926326,0.9113530947083975,21.86184310913086,22.15021514892578
0.7129,baseline,0.8180901507249377,0.8308766210002592,21.741695404052734,22.081096649169922
0.7896,baseline,0.7632181402194392,0.8729121176685674,21.837356567382812,22.117538452148438
0.8792,baseline,0.8797891548934154,0.9111233738693059,21.944652557373047,22.155799865722656
0.9679,baseline,0.8807008330340313,0.9124342889545384,21.92193603515625,22.12396812438965
1.0523,baseline,0.9154291777491788,0.91105733487523,22.05158805847168,22.157405853271484
1.1208,baseline,0.8759298408360672,0.90855535878131,22.041339874267578,22.247774124145508
1.3273,baseline,0.9174243369879037,0.9111657317074571,22.003631591796875,22.154769897460938
1.3931,baseline,0.916603891869958,0.9119110105270094,22.023326873779297,22.13666343688965
1.4687,baseline,0.917964632600283,0.8776305713663434,21.990680694580078,21.998626708984375
1.5433,baseline,0.91909310637951,0.9187166137167844,21.963680267333984,21.972681045532227
1.8561,baseline,0.9101145399643555,0.8687561241917666,22.18035888671875,22.254039764404297
1.9356,baseline,0.9118793469229738,0.87999903325986,22.137432098388672,21.93941879272461
2.0132,baseline,0.9148625214489683,0.9026430043651466,22.06524658203125,21.654926300048828
2.0802,baseline,0.8302378996265701,0.9251935232541151,22.194442749023438,21.818859100341797
2.1598,baseline,0.8371483784901232,0.7490782287499053,22.807586669921875,22.285167694091797
2.2294,baseline,0.8310481956857314,0.8831243402641614,22.97500228881836,22.61667251586914
2.4235,baseline,0.913054023821806,0.9258345703873129,22.839101791381836,22.523822784423828
2.4955,baseline,0.8638036363677681,0.7521901961391947,22.381629943847656,22.157516479492188
2.5650,baseline,0.8699219943110145,0.7957011958933854,22.193561553955078,22.051830291748047
2.6366,baseline,0.9161923951737653,0.8413986731034474,22.033218383789062,21.900043487548828
2.8571,baseline,0.9176192156553339,0.8864226954945601,21.998958587646484,21.78042984008789
2.9287,baseline,0.9174587727874898,0.9243171509255317,22.002805709838867,21.83954620361328
2.9957,baseline,0.8809135998785793,0.8867810820928245,21.916641235351562,21.77162742614746
3.0682,flash,0.9040481969275256,0.82183968419932,21.621267318725586,21.642501831054688
3.1308,flash,0.8991169137565729,0.861563439726564,21.739850997924805,21.666038513183594
3.1956,flash,0.8210310193272102,0.8637632931738108,21.663818359375,21.610858917236328
3.2661,flash,0.9024763945809352,0.7820853237741587,21.658924102783203,21.617420196533203
3.3286,recovery,0.9018897757908046,0.8628642790058307,21.673011779785156,21.63337516784668
