timestamp_s,stimulus_state,left_pupil_iris_ratio,right_pupil_iris_ratio,left_iris_diameter_px,right_iris_diameter_px
0.0010,baseline,0.9274439967911038,0.8958142859502509,21.765914916992188,21.01626205444336
0.1036,baseline,0.9092445275723412,0.909218628797116,22.230911254882812,22.231544494628906
0.1612,baseline,0.9277372427831757,0.6980230803850012,23.16748046875,23.22750473022461
0.2122,baseline,0.8415285016490655,0.912514361076086,23.44939422607422,23.55396842956543
0.2657,baseline,0.8368479878424311,0.9057951979213121,23.580547332763672,23.72869110107422
0.3204,baseline,0.9072350280328044,0.833027770249412,23.69103240966797,23.68868637084961
0.3704,baseline,0.9258826950758542,0.8933450669558219,23.991519927978516,23.88028335571289
0.4199,baseline,0.7038533712205456,0.8646221649611552,23.944381713867188,23.840858459472656
0.4729,baseline,0.9308012996805146,0.8695931066756871,23.864742279052734,23.704574584960938
0.5195,baseline,0.925527449330835,0.9023415333390348,24.000728607177734,23.81951141357422
0.5665,baseline,0.9298384648757991,0.7562286538662425,23.889453887939453,23.767061233520508
0.6170,baseline,0.9262964863884846,0.827174269175289,23.980802536010742,23.856319427490234
0.6680,baseline,0.8502564170875092,0.8185020182465311,24.05548858642578,23.913604736328125
0.7216,baseline,0.922004161224202,0.926917756649332,24.092443466186523,23.96472930908203
0.7685,baseline,0.9222818377810594,0.8158314551604825,24.085189819335938,23.89382553100586
0.8189,baseline,0.881596035585607,0.7385923688604833,24.198535919189453,24.117950439453125
0.8669,baseline,0.8799579836880222,0.9206759232424863,24.243581771850586,24.127201080322266
0.9215,baseline,0.9249944303443576,0.9110234889598461,24.014558792114258,23.592514038085938
0.9725,baseline,0.9024655400373692,0.9134442216906827,23.816238403320312,23.529991149902344
1.0210,baseline,0.792779158171763,0.8727885967010598,23.78131866455078,23.617786407470703
1.0701,baseline,0.8647767243364576,0.9086217801848153,23.836597442626953,23.654874801635742
1.1266,baseline,0.9060117842852006,0.9132940849739948,23.723018646240234,23.533859252929688
1.1796,baseline,0.8748778429641757,0.9241892916917288,23.561386108398438,23.256420135498047
1.2292,baseline,0.9161177589944249,0.9008468209908688,23.461322784423828,23.148590087890625
1.2792,baseline,0.9187666893925324,0.9016129655186442,23.393680572509766,23.12891960144043
1.3267,baseline,0.9220204034165119,0.8654430318163905,23.311126708984375,23.078739166259766
1.3777,baseline,0.9222442156927095,0.8648439261878585,23.305469512939453,23.0947265625
1.4232,baseline,0.92046524999919,0.9241762549077082,23.35051155090332,23.25674819946289
1.4662,baseline,0.9259653469244934,0.8638884489058722,23.21181297302246,23.120269775390625
1.5112,baseline,0.9020371222461183,0.8663364392601415,23.118043899536133,23.05493927001953
1.5588,baseline,0.8636123022592395,0.8664251789301123,23.127662658691406,23.05257797241211
1.6125,baseline,0.925268829741474,0.8492842369259997,23.229286193847656,23.235252380371094
1.6601,baseline,0.9229448779592594,0.9238877207550268,23.287776947021484,23.26401138305664
1.7166,baseline,0.9194937363841534,0.9193140042420056,23.37518310546875,23.37975311279297
1.7706,baseline,0.9232943980877595,0.8838159159949447,23.278961181640625,23.323108673095703
1.8251,baseline,0.8785856552652588,0.7993386890645271,23.461952209472656,23.586164474487305
1.8761,baseline,0.8347578399844963,0.8013714042612996,22.872901916503906,22.727706909179688
1.9267,baseline,0.8642338806572288,0.7977854796243049,23.11102867126465,22.829864501953125
